,GRID_NAME,BIOME,YEAR,T0_P,T1_P,T0_S,T1_S,CC,SATELLITE
794,SB-24-Z-B,CAATINGA,1987,01/01/1987,31/12/1987,01/08/1987,31/12/1987,80,L5
795,SB-24-Z-B,CAATINGA,1988,01/01/1988,31/12/1988,01/08/1988,31/12/1988,80,L5
796,SB-24-Z-B,CAATINGA,1989,01/01/1989,31/12/1989,01/08/1989,31/12/1989,80,L5
797,SB-24-Z-B,CAATINGA,1990,01/01/1990,31/12/1990,01/08/1990,31/12/1990,80,L5
798,SB-24-Z-B,CAATINGA,1991,01/01/1991,31/12/1991,01/08/1991,31/12/1991,80,L5
799,SB-24-Z-B,CAATINGA,1992,01/01/1992,31/12/1992,01/08/1992,31/12/1992,80,L5
800,SB-24-Z-B,CAATINGA,1993,01/01/1993,31/12/1993,01/08/1993,31/12/1993,80,L5
801,SB-24-Z-B,CAATINGA,1994,01/01/1994,31/12/1994,01/08/1994,31/12/1994,80,L5
802,SB-24-Z-B,CAATINGA,1995,01/01/1995,31/12/1995,01/08/1995,31/12/1995,80,L5
803,SB-24-Z-B,CAATINGA,1996,01/01/1996,31/12/1996,01/08/1996,31/12/1996,80,L5
804,SB-24-Z-B,CAATINGA,1997,01/01/1997,31/12/1997,01/08/1997,31/12/1997,80,L5
805,SB-24-Z-B,CAATINGA,1998,01/01/1998,31/12/1998,01/08/1998,31/12/1998,80,L5
806,SB-24-Z-B,CAATINGA,1999,01/01/1999,31/12/1999,01/08/1999,31/12/1999,80,L5
807,SB-24-Z-B,CAATINGA,2000,01/01/2000,31/12/2000,01/08/2000,31/12/2000,80,L7
808,SB-24-Z-B,CAATINGA,2001,01/01/2001,31/12/2001,01/08/2001,31/12/2001,80,L7
809,SB-24-Z-B,CAATINGA,2002,01/01/2002,31/12/2002,01/08/2002,31/12/2002,80,L7
810,SB-24-Z-B,CAATINGA,2003,01/01/2003,31/12/2003,01/08/2003,31/12/2003,80,L5
811,SB-24-Z-B,CAATINGA,2004,01/01/2004,31/12/2004,01/08/2004,31/12/2004,80,L5
812,SB-24-Z-B,CAATINGA,2005,01/01/2005,31/12/2005,01/08/2005,31/12/2005,80,L5
813,SB-24-Z-B,CAATINGA,2006,01/01/2006,31/12/2006,01/08/2006,31/12/2006,80,L5
814,SB-24-Z-B,CAATINGA,2007,01/01/2007,31/12/2007,01/08/2007,31/12/2007,80,L5
815,SB-24-Z-B,CAATINGA,2008,01/01/2008,31/12/2008,01/08/2008,31/12/2008,80,L5
816,SB-24-Z-B,CAATINGA,2009,01/01/2009,31/12/2009,01/08/2009,31/12/2009,80,L5
817,SB-24-Z-B,CAATINGA,2010,01/01/2010,31/12/2010,01/08/2010,31/12/2010,80,L5
818,SB-24-Z-B,CAATINGA,2011,01/01/2011,31/12/2011,01/08/2011,31/12/2011,80,L5
819,SB-24-Z-B,CAATINGA,2012,01/01/2012,31/12/2012,01/08/2012,31/12/2012,80,L7
820,SB-24-Z-B,CAATINGA,2013,01/01/2013,31/12/2013,01/08/2013,31/12/2013,80,L8
821,SB-24-Z-B,CAATINGA,2014,01/01/2014,31/12/2014,01/08/2014,31/12/2014,80,L8
822,SB-24-Z-B,CAATINGA,2015,01/01/2015,31/12/2015,01/08/2015,31/12/2015,80,L8
823,SB-24-Z-B,CAATINGA,2016,01/01/2016,31/12/2016,01/08/2016,31/12/2016,80,L8
824,SB-24-Z-B,CAATINGA,2017,01/01/2017,31/12/2017,01/08/2017,31/12/2017,80,L8
824,SB-24-Z-B,CAATINGA,2018,01/01/2018,31/12/2018,01/08/2018,31/12/2018,80,L8
824,SB-24-Z-B,CAATINGA,2019,01/01/2019,31/12/2019,01/08/2019,31/12/2019,80,L8
824,SB-24-Z-B,CAATINGA,2020,01/01/2020,31/12/2020,01/08/2020,31/12/2020,80,L8
825,SB-24-Z-C,CAATINGA,1985,01/01/1985,31/12/1985,01/08/1985,31/12/1985,80,L5
826,SB-24-Z-C,CAATINGA,1986,01/01/1986,31/12/1986,01/08/1986,31/12/1986,80,L5
827,SB-24-Z-C,CAATINGA,1987,01/01/1987,31/12/1987,01/08/1987,31/12/1987,80,L5
828,SB-24-Z-C,CAATINGA,1988,01/01/1988,31/12/1988,01/08/1988,31/12/1988,80,L5
829,SB-24-Z-C,CAATINGA,1989,01/01/1989,31/12/1989,01/08/1989,31/12/1989,80,L5
830,SB-24-Z-C,CAATINGA,1990,01/01/1990,31/12/1990,01/08/1990,31/12/1990,80,L5
831,SB-24-Z-C,CAATINGA,1991,01/01/1991,31/12/1991,01/08/1991,31/12/1991,80,L5
832,SB-24-Z-C,CAATINGA,1992,01/01/1992,31/12/1992,01/08/1992,31/12/1992,80,L5
833,SB-24-Z-C,CAATINGA,1993,01/01/1993,31/12/1993,01/08/1993,31/12/1993,80,L5
834,SB-24-Z-C,CAATINGA,1994,01/01/1994,31/12/1994,01/08/1994,31/12/1994,80,L5
835,SB-24-Z-C,CAATINGA,1995,01/01/1995,31/12/1995,01/08/1995,31/12/1995,80,L5
836,SB-24-Z-C,CAATINGA,1996,01/01/1996,31/12/1996,01/08/1996,31/12/1996,80,L5
837,SB-24-Z-C,CAATINGA,1997,01/01/1997,31/12/1997,01/08/1997,31/12/1997,80,L5
838,SB-24-Z-C,CAATINGA,1998,01/01/1998,31/12/1998,01/08/1998,31/12/1998,80,L5
839,SB-24-Z-C,CAATINGA,1999,01/01/1999,31/12/1999,01/08/1999,31/12/1999,80,L5
840,SB-24-Z-C,CAATINGA,2000,01/01/2000,31/12/2000,01/08/2000,31/12/2000,80,L7
841,SB-24-Z-C,CAATINGA,2001,01/01/2001,31/12/2001,01/08/2001,31/12/2001,80,L7
842,SB-24-Z-C,CAATINGA,2002,01/01/2002,31/12/2002,01/08/2002,31/12/2002,80,L7
843,SB-24-Z-C,CAATINGA,2003,01/01/2003,31/12/2003,01/08/2003,31/12/2003,80,L5
844,SB-24-Z-C,CAATINGA,2004,01/01/2004,31/12/2004,01/08/2004,31/12/2004,80,L5
845,SB-24-Z-C,CAATINGA,2005,01/01/2005,31/12/2005,01/08/2005,31/12/2005,80,L5
846,SB-24-Z-C,CAATINGA,2006,01/01/2006,31/12/2006,01/08/2006,31/12/2006,80,L5
847,SB-24-Z-C,CAATINGA,2007,01/01/2007,31/12/2007,01/08/2007,31/12/2007,80,L5
848,SB-24-Z-C,CAATINGA,2008,01/01/2008,31/12/2008,01/08/2008,31/12/2008,80,L5
849,SB-24-Z-C,CAATINGA,2009,01/01/2009,31/12/2009,01/08/2009,31/12/2009,80,L5
850,SB-24-Z-C,CAATINGA,2010,01/01/2010,31/12/2010,01/08/2010,31/12/2010,80,L5
851,SB-24-Z-C,CAATINGA,2011,01/01/2011,31/12/2011,01/08/2011,31/12/2011,80,L5
852,SB-24-Z-C,CAATINGA,2012,01/01/2012,31/12/2012,01/08/2012,31/12/2012,80,L7
853,SB-24-Z-C,CAATINGA,2013,01/01/2013,31/12/2013,01/08/2013,31/12/2013,80,L8
854,SB-24-Z-C,CAATINGA,2014,01/01/2014,31/12/2014,01/08/2014,31/12/2014,80,L8
855,SB-24-Z-C,CAATINGA,2015,01/01/2015,31/12/2015,01/08/2015,31/12/2015,80,L8
856,SB-24-Z-C,CAATINGA,2016,01/01/2016,31/12/2016,01/08/2016,31/12/2016,80,L8
857,SB-24-Z-C,CAATINGA,2017,01/01/2017,31/12/2017,01/08/2017,31/12/2017,80,L8
857,SB-24-Z-C,CAATINGA,2018,01/01/2018,31/12/2018,01/08/2018,31/12/2018,80,L8
857,SB-24-Z-C,CAATINGA,2019,01/01/2019,31/12/2019,01/08/2019,31/12/2019,80,L8
857,SB-24-Z-C,CAATINGA,2020,01/01/2020,31/12/2020,01/08/2020,31/12/2020,80,L8
858,SB-24-Z-D,CAATINGA,1985,01/01/1985,31/12/1985,01/08/1985,31/12/1985,80,L5
859,SB-24-Z-D,CAATINGA,1986,01/01/1986,31/12/1986,01/08/1986,31/12/1986,80,L5
860,SB-24-Z-D,CAATINGA,1987,01/01/1987,31/12/1987,01/08/1987,31/12/1987,80,L5
861,SB-24-Z-D,CAATINGA,1988,01/01/1988,31/12/1988,01/08/1988,31/12/1988,80,L5
862,SB-24-Z-D,CAATINGA,1989,01/01/1989,31/12/1989,01/08/1989,31/12/1989,80,L5
863,SB-24-Z-D,CAATINGA,1990,01/01/1990,31/12/1990,01/08/1990,31/12/1990,80,L5
864,SB-24-Z-D,CAATINGA,1991,01/01/1991,31/12/1991,01/08/1991,31/12/1991,80,L5
865,SB-24-Z-D,CAATINGA,1992,01/01/1992,31/12/1992,01/08/1992,31/12/1992,80,L5
866,SB-24-Z-D,CAATINGA,1993,01/01/1993,31/12/1993,01/08/1993,31/12/1993,80,L5
867,SB-24-Z-D,CAATINGA,1994,01/01/1994,31/12/1994,01/08/1994,31/12/1994,80,L5
868,SB-24-Z-D,CAATINGA,1995,01/01/1995,31/12/1995,01/08/1995,31/12/1995,80,L5
869,SB-24-Z-D,CAATINGA,1996,01/01/1996,31/12/1996,01/08/1996,31/12/1996,80,L5
870,SB-24-Z-D,CAATINGA,1997,01/01/1997,31/12/1997,01/08/1997,31/12/1997,80,L5
871,SB-24-Z-D,CAATINGA,1998,01/01/1998,31/12/1998,01/08/1998,31/12/1998,80,L5
872,SB-24-Z-D,CAATINGA,1999,01/01/1999,31/12/1999,01/08/1999,31/12/1999,80,L5
873,SB-24-Z-D,CAATINGA,2000,01/01/2000,31/12/2000,01/08/2000,31/12/2000,80,L7
874,SB-24-Z-D,CAATINGA,2001,01/01/2001,31/12/2001,01/08/2001,31/12/2001,80,L7
875,SB-24-Z-D,CAATINGA,2002,01/01/2002,31/12/2002,01/08/2002,31/12/2002,80,L7
876,SB-24-Z-D,CAATINGA,2003,01/01/2003,31/12/2003,01/08/2003,31/12/2003,80,L5
877,SB-24-Z-D,CAATINGA,2004,01/01/2004,31/12/2004,01/08/2004,31/12/2004,80,L5
878,SB-24-Z-D,CAATINGA,2005,01/01/2005,31/12/2005,01/08/2005,31/12/2005,80,L5
879,SB-24-Z-D,CAATINGA,2006,01/01/2006,31/12/2006,01/08/2006,31/12/2006,80,L5
880,SB-24-Z-D,CAATINGA,2007,01/01/2007,31/12/2007,01/08/2007,31/12/2007,80,L5
881,SB-24-Z-D,CAATINGA,2008,01/01/2008,31/12/2008,01/08/2008,31/12/2008,80,L5
882,SB-24-Z-D,CAATINGA,2009,01/01/2009,31/12/2009,01/08/2009,31/12/2009,80,L5
883,SB-24-Z-D,CAATINGA,2010,01/01/2010,31/12/2010,01/08/2010,31/12/2010,80,L5
884,SB-24-Z-D,CAATINGA,2011,01/01/2011,31/12/2011,01/08/2011,31/12/2011,80,L5
885,SB-24-Z-D,CAATINGA,2012,01/01/2012,31/12/2012,01/08/2012,31/12/2012,80,L7
886,SB-24-Z-D,CAATINGA,2013,01/01/2013,31/12/2013,01/08/2013,31/12/2013,80,L8
887,SB-24-Z-D,CAATINGA,2014,01/01/2014,31/12/2014,01/08/2014,31/12/2014,80,L8
888,SB-24-Z-D,CAATINGA,2015,01/01/2015,31/12/2015,01/08/2015,31/12/2015,80,L8
889,SB-24-Z-D,CAATINGA,2016,01/01/2016,31/12/2016,01/08/2016,31/12/2016,80,L8
890,SB-24-Z-D,CAATINGA,2017,01/01/2017,31/12/2017,01/08/2017,31/12/2017,80,L8
890,SB-24-Z-D,CAATINGA,2018,01/01/2018,31/12/2018,01/08/2018,31/12/2018,80,L8
890,SB-24-Z-D,CAATINGA,2019,01/01/2019,31/12/2019,01/08/2019,31/12/2019,80,L8
890,SB-24-Z-D,CAATINGA,2020,01/01/2020,31/12/2020,01/08/2020,31/12/2020,80,L8
891,SB-25-V-C,CAATINGA,1985,01/01/1985,31/12/1985,01/08/1985,31/12/1985,80,L5
892,SB-25-V-C,CAATINGA,1986,01/01/1986,31/12/1986,01/08/1986,31/12/1986,80,L5
893,SB-25-V-C,CAATINGA,1987,01/01/1987,31/12/1987,01/08/1987,31/12/1987,80,L5
894,SB-25-V-C,CAATINGA,1988,01/01/1988,31/12/1988,01/08/1988,31/12/1988,80,L5
895,SB-25-V-C,CAATINGA,1989,01/01/1989,31/12/1989,01/08/1989,31/12/1989,80,L5
896,SB-25-V-C,CAATINGA,1990,01/01/1990,31/12/1990,01/08/1990,31/12/1990,80,L5
897,SB-25-V-C,CAATINGA,1991,01/01/1991,31/12/1991,01/08/1991,31/12/1991,80,L5
898,SB-25-V-C,CAATINGA,1992,01/01/1992,31/12/1992,01/08/1992,31/12/1992,80,L5
899,SB-25-V-C,CAATINGA,1993,01/01/1993,31/12/1993,01/08/1993,31/12/1993,80,L5
900,SB-25-V-C,CAATINGA,1994,01/01/1994,31/12/1994,01/08/1994,31/12/1994,80,L5
901,SB-25-V-C,CAATINGA,1995,01/01/1995,31/12/1995,01/08/1995,31/12/1995,80,L5
902,SB-25-V-C,CAATINGA,1996,01/01/1996,31/12/1996,01/08/1996,31/12/1996,80,L5
903,SB-25-V-C,CAATINGA,1997,01/01/1997,31/12/1997,01/08/1997,31/12/1997,80,L5
904,SB-25-V-C,CAATINGA,1998,01/01/1998,31/12/1998,01/08/1998,31/12/1998,80,L5
905,SB-25-V-C,CAATINGA,1999,01/01/1999,31/12/1999,01/08/1999,31/12/1999,80,L5
906,SB-25-V-C,CAATINGA,2000,01/01/2000,31/12/2000,01/08/2000,31/12/2000,80,L7
907,SB-25-V-C,CAATINGA,2001,01/01/2001,31/12/2001,01/08/2001,31/12/2001,80,L7
908,SB-25-V-C,CAATINGA,2002,01/01/2002,31/12/2002,01/08/2002,31/12/2002,80,L7
909,SB-25-V-C,CAATINGA,2003,01/01/2003,31/12/2003,01/08/2003,31/12/2003,80,L5
910,SB-25-V-C,CAATINGA,2004,01/01/2004,31/12/2004,01/08/2004,31/12/2004,80,L5
911,SB-25-V-C,CAATINGA,2005,01/01/2005,31/12/2005,01/08/2005,31/12/2005,80,L5
912,SB-25-V-C,CAATINGA,2006,01/01/2006,31/12/2006,01/08/2006,31/12/2006,80,L5
913,SB-25-V-C,CAATINGA,2007,01/01/2007,31/12/2007,01/08/2007,31/12/2007,80,L5
914,SB-25-V-C,CAATINGA,2008,01/01/2008,31/12/2008,01/08/2008,31/12/2008,80,L5
915,SB-25-V-C,CAATINGA,2009,01/01/2009,31/12/2009,01/08/2009,31/12/2009,80,L5
916,SB-25-V-C,CAATINGA,2010,01/01/2010,31/12/2010,01/08/2010,31/12/2010,80,L5
917,SB-25-V-C,CAATINGA,2011,01/01/2011,31/12/2011,01/08/2011,31/12/2011,80,L5
918,SB-25-V-C,CAATINGA,2012,01/01/2012,31/12/2012,01/08/2012,31/12/2012,80,L7
919,SB-25-V-C,CAATINGA,2013,01/01/2013,31/12/2013,01/08/2013,31/12/2013,80,L8
920,SB-25-V-C,CAATINGA,2014,01/01/2014,31/12/2014,01/08/2014,31/12/2014,80,L8
921,SB-25-V-C,CAATINGA,2015,01/01/2015,31/12/2015,01/08/2015,31/12/2015,80,L8
922,SB-25-V-C,CAATINGA,2016,01/01/2016,31/12/2016,01/08/2016,31/12/2016,80,L8
923,SB-25-V-C,CAATINGA,2017,01/01/2017,31/12/2017,01/08/2017,31/12/2017,80,L8
923,SB-25-V-C,CAATINGA,2018,01/01/2018,31/12/2018,01/08/2018,31/12/2018,80,L8
923,SB-25-V-C,CAATINGA,2019,01/01/2019,31/12/2019,01/08/2019,31/12/2019,80,L8
923,SB-25-V-C,CAATINGA,2020,01/01/2020,31/12/2020,01/08/2020,31/12/2020,80,L8
924,SB-25-Y-A,CAATINGA,1985,01/01/1985,31/12/1985,01/08/1985,31/12/1985,80,L5
925,SB-25-Y-A,CAATINGA,1986,01/01/1986,31/12/1986,01/08/1986,31/12/1986,80,L5
926,SB-25-Y-A,CAATINGA,1987,01/01/1987,31/12/1987,01/08/1987,31/12/1987,80,L5
927,SB-25-Y-A,CAATINGA,1988,01/01/1988,31/12/1988,01/08/1988,31/12/1988,80,L5
928,SB-25-Y-A,CAATINGA,1989,01/01/1989,31/12/1989,01/08/1989,31/12/1989,80,L5
929,SB-25-Y-A,CAATINGA,1990,01/01/1990,31/12/1990,01/08/1990,31/12/1990,80,L5
930,SB-25-Y-A,CAATINGA,1991,01/01/1991,31/12/1991,01/08/1991,31/12/1991,80,L5
931,SB-25-Y-A,CAATINGA,1992,01/01/1992,31/12/1992,01/08/1992,31/12/1992,80,L5
932,SB-25-Y-A,CAATINGA,1993,01/01/1993,31/12/1993,01/08/1993,31/12/1993,80,L5
933,SB-25-Y-A,CAATINGA,1994,01/01/1994,31/12/1994,01/08/1994,31/12/1994,80,L5
934,SB-25-Y-A,CAATINGA,1995,01/01/1995,31/12/1995,01/08/1995,31/12/1995,80,L5
935,SB-25-Y-A,CAATINGA,1996,01/01/1996,31/12/1996,01/08/1996,31/12/1996,80,L5
936,SB-25-Y-A,CAATINGA,1997,01/01/1997,31/12/1997,01/08/1997,31/12/1997,80,L5
937,SB-25-Y-A,CAATINGA,1998,01/01/1998,31/12/1998,01/08/1998,31/12/1998,80,L5
938,SB-25-Y-A,CAATINGA,1999,01/01/1999,31/12/1999,01/08/1999,31/12/1999,80,L5
939,SB-25-Y-A,CAATINGA,2000,01/01/2000,31/12/2000,01/08/2000,31/12/2000,80,L7
940,SB-25-Y-A,CAATINGA,2001,01/01/2001,31/12/2001,01/08/2001,31/12/2001,80,L7
941,SB-25-Y-A,CAATINGA,2002,01/01/2002,31/12/2002,01/08/2002,31/12/2002,80,L7
942,SB-25-Y-A,CAATINGA,2003,01/01/2003,31/12/2003,01/08/2003,31/12/2003,80,L5
943,SB-25-Y-A,CAATINGA,2004,01/01/2004,31/12/2004,01/08/2004,31/12/2004,80,L5
944,SB-25-Y-A,CAATINGA,2005,01/01/2005,31/12/2005,01/08/2005,31/12/2005,80,L5
945,SB-25-Y-A,CAATINGA,2006,01/01/2006,31/12/2006,01/08/2006,31/12/2006,80,L5
946,SB-25-Y-A,CAATINGA,2007,01/01/2007,31/12/2007,01/08/2007,31/12/2007,80,L5
947,SB-25-Y-A,CAATINGA,2008,01/01/2008,31/12/2008,01/08/2008,31/12/2008,80,L5
948,SB-25-Y-A,CAATINGA,2009,01/01/2009,31/12/2009,01/08/2009,31/12/2009,80,L5
949,SB-25-Y-A,CAATINGA,2010,01/01/2010,31/12/2010,01/08/2010,31/12/2010,80,L5
950,SB-25-Y-A,CAATINGA,2011,01/01/2011,31/12/2011,01/08/2011,31/12/2011,80,L5
951,SB-25-Y-A,CAATINGA,2012,01/01/2012,31/12/2012,01/08/2012,31/12/2012,80,L7
952,SB-25-Y-A,CAATINGA,2013,01/01/2013,31/12/2013,01/08/2013,31/12/2013,80,L8
953,SB-25-Y-A,CAATINGA,2014,01/01/2014,31/12/2014,01/08/2014,31/12/2014,80,L8
954,SB-25-Y-A,CAATINGA,2015,01/01/2015,31/12/2015,01/08/2015,31/12/2015,80,L8
955,SB-25-Y-A,CAATINGA,2016,01/01/2016,31/12/2016,01/08/2016,31/12/2016,80,L8
956,SB-25-Y-A,CAATINGA,2017,01/01/2017,31/12/2017,01/08/2017,31/12/2017,80,L8
956,SB-25-Y-A,CAATINGA,2018,01/01/2018,31/12/2018,01/08/2018,31/12/2018,80,L8
956,SB-25-Y-A,CAATINGA,2019,01/01/2019,31/12/2019,01/08/2019,31/12/2019,80,L8
956,SB-25-Y-A,CAATINGA,2020,01/01/2020,31/12/2020,01/08/2020,31/12/2020,80,L8
957,SB-25-Y-C,CAATINGA,1985,01/01/1985,31/12/1985,01/08/1985,31/12/1985,80,L5
958,SB-25-Y-C,CAATINGA,1986,01/01/1986,31/12/1986,01/08/1986,31/12/1986,80,L5
959,SB-25-Y-C,CAATINGA,1987,01/01/1987,31/12/1987,01/08/1987,31/12/1987,80,L5
960,SB-25-Y-C,CAATINGA,1988,01/01/1988,31/12/1988,01/08/1988,31/12/1988,80,L5
961,SB-25-Y-C,CAATINGA,1989,01/01/1989,31/12/1989,01/08/1989,31/12/1989,80,L5
962,SB-25-Y-C,CAATINGA,1990,01/01/1990,31/12/1990,01/08/1990,31/12/1990,80,L5
963,SB-25-Y-C,CAATINGA,1991,01/01/1991,31/12/1991,01/08/1991,31/12/1991,80,L5
964,SB-25-Y-C,CAATINGA,1992,01/01/1992,31/12/1992,01/08/1992,31/12/1992,80,L5
965,SB-25-Y-C,CAATINGA,1993,01/01/1993,31/12/1993,01/08/1993,31/12/1993,80,L5
966,SB-25-Y-C,CAATINGA,1994,01/01/1994,31/12/1994,01/08/1994,31/12/1994,80,L5
967,SB-25-Y-C,CAATINGA,1995,01/01/1995,31/12/1995,01/08/1995,31/12/1995,80,L5
968,SB-25-Y-C,CAATINGA,1996,01/01/1996,31/12/1996,01/08/1996,31/12/1996,80,L5
969,SB-25-Y-C,CAATINGA,1997,01/01/1997,31/12/1997,01/08/1997,31/12/1997,80,L5
970,SB-25-Y-C,CAATINGA,1998,01/01/1998,31/12/1998,01/08/1998,31/12/1998,80,L5
971,SB-25-Y-C,CAATINGA,1999,01/01/1999,31/12/1999,01/08/1999,31/12/1999,80,L5
972,SB-25-Y-C,CAATINGA,2000,01/01/2000,31/12/2000,01/08/2000,31/12/2000,80,L7
973,SB-25-Y-C,CAATINGA,2001,01/01/2001,31/12/2001,01/08/2001,31/12/2001,80,L7
974,SB-25-Y-C,CAATINGA,2002,01/01/2002,31/12/2002,01/08/2002,31/12/2002,80,L7
975,SB-25-Y-C,CAATINGA,2003,01/01/2003,31/12/2003,01/08/2003,31/12/2003,80,L5
976,SB-25-Y-C,CAATINGA,2004,01/01/2004,31/12/2004,01/08/2004,31/12/2004,80,L5
977,SB-25-Y-C,CAATINGA,2005,01/01/2005,31/12/2005,01/08/2005,31/12/2005,80,L5
978,SB-25-Y-C,CAATINGA,2006,01/01/2006,31/12/2006,01/08/2006,31/12/2006,80,L5
979,SB-25-Y-C,CAATINGA,2007,01/01/2007,31/12/2007,01/08/2007,31/12/2007,80,L5
980,SB-25-Y-C,CAATINGA,2008,01/01/2008,31/12/2008,01/08/2008,31/12/2008,80,L5
981,SB-25-Y-C,CAATINGA,2009,01/01/2009,31/12/2009,01/08/2009,31/12/2009,80,L5
982,SB-25-Y-C,CAATINGA,2010,01/01/2010,31/12/2010,01/08/2010,31/12/2010,80,L5
983,SB-25-Y-C,CAATINGA,2011,01/01/2011,31/12/2011,01/08/2011,31/12/2011,80,L5
984,SB-25-Y-C,CAATINGA,2012,01/01/2012,31/12/2012,01/08/2012,31/12/2012,80,L7
985,SB-25-Y-C,CAATINGA,2013,01/01/2013,31/12/2013,01/08/2013,31/12/2013,80,L8
986,SB-25-Y-C,CAATINGA,2014,01/01/2014,31/12/2014,01/08/2014,31/12/2014,80,L8
987,SB-25-Y-C,CAATINGA,2015,01/01/2015,31/12/2015,01/08/2015,31/12/2015,80,L8
988,SB-25-Y-C,CAATINGA,2016,01/01/2016,31/12/2016,01/08/2016,31/12/2016,80,L8
989,SB-25-Y-C,CAATINGA,2017,01/01/2017,31/12/2017,01/08/2017,31/12/2017,80,L8
989,SB-25-Y-C,CAATINGA,2018,01/01/2018,31/12/2018,01/08/2018,31/12/2018,80,L8
989,SB-25-Y-C,CAATINGA,2019,01/01/2019,31/12/2019,01/08/2019,31/12/2019,80,L8
989,SB-25-Y-C,CAATINGA,2020,01/01/2020,31/12/2020,01/08/2020,31/12/2020,80,L8
990,SC-23-X-A,CAATINGA,1985,01/01/1985,31/12/1985,01/08/1985,31/12/1985,80,L5
991,SC-23-X-A,CAATINGA,1986,01/01/1986,31/12/1986,01/08/1986,31/12/1986,80,L5
992,SC-23-X-A,CAATINGA,1987,01/01/1987,31/12/1987,01/08/1987,31/12/1987,80,L5
993,SC-23-X-A,CAATINGA,1988,01/01/1988,31/12/1988,01/08/1988,31/12/1988,80,L5
994,SC-23-X-A,CAATINGA,1989,01/01/1989,31/12/1989,01/08/1989,31/12/1989,80,L5
995,SC-23-X-A,CAATINGA,1990,01/01/1990,31/12/1990,01/08/1990,31/12/1990,80,L5
996,SC-23-X-A,CAATINGA,1991,01/01/1991,31/12/1991,01/08/1991,31/12/1991,80,L5
997,SC-23-X-A,CAATINGA,1992,01/01/1992,31/12/1992,01/08/1992,31/12/1992,80,L5
998,SC-23-X-A,CAATINGA,1993,01/01/1993,31/12/1993,01/08/1993,31/12/1993,80,L5
999,SC-23-X-A,CAATINGA,1994,01/01/1994,31/12/1994,01/08/1994,31/12/1994,80,L5
1000,SC-23-X-A,CAATINGA,1995,01/01/1995,31/12/1995,01/08/1995,31/12/1995,80,L5
1001,SC-23-X-A,CAATINGA,1996,01/01/1996,31/12/1996,01/08/1996,31/12/1996,80,L5
1002,SC-23-X-A,CAATINGA,1997,01/01/1997,31/12/1997,01/08/1997,31/12/1997,80,L5
1003,SC-23-X-A,CAATINGA,1998,01/01/1998,31/12/1998,01/08/1998,31/12/1998,80,L5
1004,SC-23-X-A,CAATINGA,1999,01/01/1999,31/12/1999,01/08/1999,31/12/1999,80,L5
1005,SC-23-X-A,CAATINGA,2000,01/01/2000,31/12/2000,01/08/2000,31/12/2000,80,L7
1006,SC-23-X-A,CAATINGA,2001,01/01/2001,31/12/2001,01/08/2001,31/12/2001,80,L7
1007,SC-23-X-A,CAATINGA,2002,01/01/2002,31/12/2002,01/08/2002,31/12/2002,80,L7
1008,SC-23-X-A,CAATINGA,2003,01/01/2003,31/12/2003,01/08/2003,31/12/2003,80,L5
1009,SC-23-X-A,CAATINGA,2004,01/01/2004,31/12/2004,01/08/2004,31/12/2004,80,L5
1010,SC-23-X-A,CAATINGA,2005,01/01/2005,31/12/2005,01/08/2005,31/12/2005,80,L5
1011,SC-23-X-A,CAATINGA,2006,01/01/2006,31/12/2006,01/08/2006,31/12/2006,80,L5
1012,SC-23-X-A,CAATINGA,2007,01/01/2007,31/12/2007,01/08/2007,31/12/2007,80,L5
1013,SC-23-X-A,CAATINGA,2008,01/01/2008,31/12/2008,01/08/2008,31/12/2008,80,L5
1014,SC-23-X-A,CAATINGA,2009,01/01/2009,31/12/2009,01/08/2009,31/12/2009,80,L5
1015,SC-23-X-A,CAATINGA,2010,01/01/2010,31/12/2010,01/08/2010,31/12/2010,80,L5
1016,SC-23-X-A,CAATINGA,2011,01/01/2011,31/12/2011,01/08/2011,31/12/2011,80,L5
1017,SC-23-X-A,CAATINGA,2012,01/01/2012,31/12/2012,01/08/2012,31/12/2012,80,L7
1018,SC-23-X-A,CAATINGA,2013,01/01/2013,31/12/2013,01/08/2013,31/12/2013,80,L8
1019,SC-23-X-A,CAATINGA,2014,01/01/2014,31/12/2014,01/08/2014,31/12/2014,80,L8
1020,SC-23-X-A,CAATINGA,2015,01/01/2015,31/12/2015,01/08/2015,31/12/2015,80,L8
1021,SC-23-X-A,CAATINGA,2016,01/01/2016,31/12/2016,01/08/2016,31/12/2016,80,L8
1022,SC-23-X-A,CAATINGA,2017,01/01/2017,31/12/2017,01/08/2017,31/12/2017,80,L8
1022,SC-23-X-A,CAATINGA,2018,01/01/2018,31/12/2018,01/08/2018,31/12/2018,80,L8
1022,SC-23-X-A,CAATINGA,2019,01/01/2019,31/12/2019,01/08/2019,31/12/2019,80,L8
1022,SC-23-X-A,CAATINGA,2020,01/01/2020,31/12/2020,01/08/2020,31/12/2020,80,L8
1023,SC-23-X-B,CAATINGA,1985,01/01/1985,31/12/1985,01/08/1985,31/12/1985,80,L5
1024,SC-23-X-B,CAATINGA,1986,01/01/1986,31/12/1986,01/08/1986,31/12/1986,80,L5
1025,SC-23-X-B,CAATINGA,1987,01/01/1987,31/12/1987,01/08/1987,31/12/1987,80,L5
1026,SC-23-X-B,CAATINGA,1988,01/01/1988,31/12/1988,01/08/1988,31/12/1988,80,L5
